unified_app_id,game_name,weight_sum,app_count,confidence_mean,average_age_total,female,male,normalized_demographics_female_18,normalized_demographics_female_25,normalized_demographics_female_35,normalized_demographics_female_45,normalized_demographics_female_55,normalized_demographics_male_18,normalized_demographics_male_25,normalized_demographics_male_35,normalized_demographics_male_45,normalized_demographics_male_55,age_bucket_18_combined,age_bucket_25_combined,age_bucket_35_combined,age_bucket_45_combined,age_bucket_55_combined,revenue_2025
59d296dd60104c08ce201a27,Garena Free Fire,7580127.18579235,4.0,10.5,29.474753478100833,0.28407768397797295,0.7159223160220272,0.09456351324598036,0.10263272359711945,0.05895854526548072,0.021706270117949882,0.006216631751442525,0.2424188872370125,0.2583789325949031,0.14782394830558065,0.05183678898401488,0.015463758900515875,0.3369824004829929,0.3610116561920225,0.20678249357106138,0.07354305910196476,0.021680390651958398,128540424.9
61a54e681800977bed4c561d,Arena of Valor,9711412.407103825,2.0,10.5,28.733356831947777,0.23645917519863294,0.763540824801367,0.0785927787660324,0.10413987310748199,0.03411990130581933,0.015126629068883552,0.004479992950415667,0.2498062695400825,0.3413075384652626,0.10923353307155613,0.04867344142695979,0.014520042297506003,0.3283990483061149,0.4454474115727446,0.14335343437737547,0.06380007049584334,0.019000035247921668,73409116.05
55d3a1a802ac64350a000d6e,Roblox,4757151.3715846995,2.0,9.5,30.999999999999996,0.30409672509619773,0.6959032749038023,0.06111720129691748,0.12844559980786407,0.07964604675796584,0.028515907925087753,0.0063719693083625845,0.13468623186846995,0.2971802436117401,0.18556399951966018,0.06411756911622667,0.014355230787705378,0.19580343316538742,0.4256258434196042,0.265210046277626,0.09263347704131442,0.020727200096067964,56618997.15
5aad42d99f479f0a74d40440,PUBG MOBILE,575016.7103825137,2.0,9.0,27.999999999999996,0.20976608165381136,0.7902339183461886,0.07421488405782418,0.09088571792135515,0.028592263343869745,0.012532739837316013,0.003540476493446263,0.2864068336873612,0.34128600618620175,0.10543720378218896,0.04445774301850177,0.012646131671934874,0.36062171774518537,0.4321717241075569,0.1340294671260587,0.05699048285581779,0.016186608165381138,40332216.6
5fee6d73b66dd8498d61a935,Play Together:Cozy Social Life,1879746.5710382515,2.0,8.0,33.12577251632042,0.5422138132777446,0.4577861867222553,0.10678516768664803,0.16999663160019776,0.18020191538318417,0.06976659433649819,0.01546350427121654,0.09057444447418499,0.141598145960831,0.15319731095726927,0.05920309006528167,0.013213195264688376,0.19735961216083303,0.31159477756102877,0.33339922634045344,0.12896968440177986,0.028676699535904918,36479983.8
5da680bb42fa0c4364eb64c8,League of Legends: Wild Rift,442798.3989071038,2.0,8.5,26.44101433768716,0.10508776160911132,0.8949122383908886,0.04121620714737185,0.05081764048786243,0.008147739781713932,0.0034266813610066937,0.0014794928311564206,0.33778864369773826,0.4507945979030263,0.06548092617164701,0.028736824737878284,0.012111245880598908,0.3790048508451101,0.5016122383908888,0.07362866595336094,0.03216350609888498,0.013590738711755328,32233119.45
5da67c09a546ab1edeb6c50d,TFT: Teamfight Tactics,872287.0136612022,2.0,8.0,27.0,0.11180876401484725,0.8881912359851527,0.04267228526109871,0.049382320828457706,0.011932722747385433,0.005712427530534667,0.0021090076473707403,0.3353078676863161,0.42677800461676263,0.07621334340945651,0.03364150631262338,0.016250513959994124,0.3779801529474148,0.47616032544522036,0.08814606615684195,0.03935393384315805,0.018359521607364863,30475119.0
64075e77537c41636a8e1c58,Last War:Survival,112078.62188003692,2.0,6.5,30.000000000000004,0.23987231456315097,0.760127685436849,0.054382077263384024,0.11156830383570254,0.0500671690946464,0.019537560629400135,0.004317203740017893,0.18621850315172805,0.341300207872229,0.16559650039692064,0.05590466043330352,0.011107813582667861,0.24060058041511206,0.4528685117079315,0.21566366949156704,0.07544222106270365,0.015425017322685754,23081811.21
55de056902ac6453fd058253,ICÁ,31850.80054644809,2.0,6.5,28.999999999999996,0.331774760428854,0.668225239571146,0.09891202871859943,0.14674779819124223,0.06253940047315895,0.01896568292756365,0.004609850118289741,0.1827879712814006,0.29962850747161046,0.1323259193543531,0.04218247836373021,0.011300363100051615,0.2817,0.4463763056628527,0.19486531982751204,0.06114816129129386,0.01591021321834136,16898104.95
56e35cf19429946c4e0bac66,Coin Master,361650.2349726776,2.0,8.5,31.000000000000004,0.45128331915147973,0.5487166808485202,0.11746698199765608,0.1593187446818049,0.11620816857691184,0.04780705073659538,0.010482373158511561,0.13590705073659537,0.19488701636712571,0.1457213240571344,0.05914006873893931,0.013061220948725433,0.25337403273425146,0.35420576104893065,0.26192949263404625,0.10694711947553469,0.023543594107236995,16102875.36
58356d7e0211a6bb250005ae,OMG 2 Samkok,10880.008196721312,3.0,5.666666666666667,26.14986453069913,0.15264945690484102,0.847350543095159,0.06146362027109933,0.07357855145158954,0.013144174568937914,0.0031708408137148324,0.0012922697994994076,0.3366210202549771,0.42303660624351624,0.0657645072691855,0.014477955331418256,0.00745045399606186,0.3980846405260764,0.4966151576951058,0.07890868183812341,0.017648796145133087,0.008742723795561267,14653438.65
5ac2bdddcfc03208313848db,Rise of Kingdoms,119745.04098360657,2.0,7.5,28.999999999999996,0.19238082844048096,0.807619171559519,0.058040591436473006,0.084840591436473,0.03150189388496985,0.013053195259919841,0.004944556422645244,0.2512818362442882,0.36618171452164355,0.12356130244849683,0.05118585672404837,0.015408461621042065,0.3093224276807612,0.45102230595811654,0.15506319633346669,0.06423905198396822,0.020353018043687308,11525724.42
